feed_type,breast_used,breast_left_time,breast_right_time,bottle_ml,start_time_label,end_time_label
Bottle Breast Milk,,0,0,25,2018/06/05 23:06:10,
Bottle Breast Milk,,0,0,50,2018/06/05 22:59:53,
,,0,0,0,2018/06/05 22:41:00,
,,0,0,0,2018/06/05 21:08:50,
Bottle Breast Milk,,0,0,80,2018/06/05 18:30:59,
Bottle Formula,,0,0,90,2018/06/05 20:09:32,
Bottle Breast Milk,,0,0,105,2018/06/05 19:09:08,
,,0,0,0,2018/06/05 18:38:36,
Bottle Breast Milk,,0,0,50,2018/06/05 15:00:05,
Bottle Formula,,0,0,120,2018/06/05 13:49:21,
,,0,0,0,2018/06/05 13:38:50,
Bottle Formula,,0,0,65,2018/06/05 11:45:15,
Bottle Breast Milk,,0,0,140,2018/06/05 08:36:05,
Bottle Formula,,0,0,120,2018/06/05 10:45:53,
,,0,0,0,2018/06/05 08:56:46,
,,0,0,0,2018/06/05 06:40:00,
Bottle Formula,,0,0,120,2018/06/05 06:00:47,
Bottle Formula,,0,0,80,2018/06/05 02:00:29,
,,0,0,0,2018/06/05 01:43:00,
Bottle Formula,,0,0,35,2018/06/05 01:15:06,
Bottle Formula,,0,0,60,2018/06/05 00:25:48,
,,0,0,0,2018/06/04 22:16:00,
Bottle Formula,,0,0,95,2018/06/04 22:15:59,
Bottle Breast Milk,,0,0,50,2018/06/04 22:00:46,
,,0,0,0,2018/06/04 19:57:00,
Bottle Breast Milk,,0,0,100,2018/06/04 18:15:08,
,,0,0,0,2018/06/04 17:47:32,
Bottle Formula,,0,0,120,2018/06/04 16:35:39,
,,0,0,0,2018/06/04 14:10:00,
Bottle Formula,,0,0,60,2018/06/04 13:30:41,
Bottle Formula,,0,0,60,2018/06/04 12:45:28,
Bottle Breast Milk,,0,0,75,2018/06/04 00:15:56,
,,0,0,0,2018/06/04 11:14:05,
Bottle Formula,,0,0,65,2018/06/04 10:15:15,
Bottle Breast Milk,,0,0,80,2018/06/04 08:45:31,
Bottle Formula,,0,0,65,2018/06/04 08:03:08,
,,0,0,0,2018/06/04 08:01:00,
Bottle Breast Milk,,0,0,50,2018/06/04 04:21:58,
,,0,0,0,2018/06/04 02:39:00,
Bottle Breast Milk,,0,0,60,2018/06/04 02:43:11,
,,0,0,0,2018/06/03 22:38:24,
Bottle Breast Milk,,0,0,95,2018/06/03 22:30:39,
Bottle Breast Milk,,0,0,55,2018/06/03 21:30:50,
Bottle Formula,,0,0,90,2018/06/03 19:30:37,
Bottle Formula,,0,0,60,2018/06/03 19:00:20,
,,0,0,0,2018/06/03 21:02:36,
,,0,0,0,2018/06/03 19:06:37,
Bottle Formula,,0,0,60,2018/06/03 14:50:30,
Bottle Breast Milk,,0,0,60,2018/06/03 13:00:09,
Bottle Formula,,0,0,60,2018/06/03 13:50:55,
,,0,0,0,2018/06/03 14:58:28,
,,0,0,0,2018/06/03 12:46:20,
,,0,0,0,2018/06/03 10:24:35,
Bottle Breast Milk,,0,0,35,2018/06/03 09:00:09,
,,0,0,0,2018/06/03 06:43:00,
Bottle Formula,,0,0,85,2018/06/03 03:35:57,
,,0,0,0,2018/06/03 02:42:29,
,,0,0,0,2018/06/02 22:30:00,
Bottle Breast Milk,,0,0,15,2018/06/02 22:05:48,
,,0,0,0,2018/06/02 21:31:00,
,,0,0,0,2018/06/02 19:43:00,
,,0,0,0,2018/06/02 16:59:19,
Bottle Breast Milk,,0,0,100,2018/06/02 15:00:00,
,,0,0,0,2018/06/02 13:55:08,
,,0,0,0,2018/06/02 12:25:00,
,,0,0,0,2018/06/02 10:26:12,
Bottle Formula,,0,0,140,2018/06/02 09:25:43,
Bottle Formula,,0,0,120,2018/06/02 06:05:01,
,,0,0,0,2018/06/02 06:09:00,
,,0,0,0,2018/06/02 02:57:00,
Bottle Breast Milk,,0,0,110,2018/06/02 03:15:15,
Bottle Formula,,0,0,115,2018/06/01 23:30:20,
,,0,0,0,2018/06/01 22:33:58,
,,0,0,0,2018/06/01 20:27:00,
,,0,0,0,2018/06/01 16:40:12,
Bottle Breast Milk,,0,0,100,2018/06/01 15:55:10,
,,0,0,0,2018/06/01 14:03:57,
Bottle Breast Milk,,0,0,100,2018/06/01 11:30:16,
,,0,0,0,2018/06/01 09:44:24,
Bottle Formula,,0,0,80,2018/06/01 05:40:48,
,,0,0,0,2018/06/01 05:36:38,
,,0,0,0,2018/06/01 03:20:00,
Bottle Breast Milk,,0,0,120,2018/06/01 02:40:33,
,,0,0,0,2018/05/31 22:23:00,
Bottle Breast Milk,,0,0,50,2018/05/31 22:00:33,
Bottle Formula,,0,0,120,2018/05/31 20:00:17,
Bottle Breast Milk,,0,0,80,2018/05/31 18:55:05,
,,0,0,0,2018/05/31 20:52:14,
,,0,0,0,2018/05/31 18:15:00,
Bottle Breast Milk,,0,0,120,2018/05/31 17:25:43,
Bottle Breast Milk,,0,0,120,2018/05/31 15:25:43,
,,0,0,0,2018/05/31 14:35:15,
,,0,0,0,2018/05/31 12:27:22,
Bottle Breast Milk,,0,0,30,2018/05/31 10:36:53,
,,0,0,0,2018/05/31 08:33:00,
Bottle Formula,,0,0,120,2018/05/31 08:00:12,
,,0,0,0,2018/05/31 05:14:48,
Bottle Formula,,0,0,90,2018/05/31 01:40:45,
,,0,0,0,2018/05/31 01:39:58,
,,0,0,0,2018/05/30 22:38:54,
Bottle Formula,,0,0,90,2018/05/30 22:00:59,
,,0,0,0,2018/05/30 21:15:43,
Bottle Breast Milk,,0,0,60,2018/05/30 20:21:21,
Bottle Breast Milk,,0,0,30,2018/05/30 19:45:00,
Bottle Breast Milk,,0,0,60,2018/05/30 19:00:36,
Bottle Formula,,0,0,40,2018/05/30 18:50:15,
,,0,0,0,2018/05/30 19:01:16,
Bottle Formula,,0,0,20,2018/05/30 17:00:22,
,,0,0,0,2018/05/30 16:59:21,
Bottle Breast Milk,,0,0,120,2018/05/30 16:05:14,
Bottle Breast Milk,,0,0,120,2018/05/30 11:15:32,
,,0,0,0,2018/05/30 13:10:20,
Bottle Formula,,0,0,60,2018/05/30 08:20:46,
,,0,0,0,2018/05/30 08:23:53,
Bottle Breast Milk,,0,0,100,2018/05/30 07:30:42,
,,0,0,0,2018/05/30 06:09:00,
Bottle Formula,,0,0,65,2018/05/30 04:25:59,
Bottle Breast Milk,,0,0,50,2018/05/30 02:11:47,
Bottle Formula,,0,0,60,2018/05/30 01:45:32,
,,0,0,0,2018/05/30 01:25:48,
,,0,0,0,2018/05/29 22:45:01,
Bottle Breast Milk,,0,0,60,2018/05/29 22:00:50,
Bottle Formula,,0,0,110,2018/05/29 19:30:35,
,,0,0,0,2018/05/29 21:03:24,
,,0,0,0,2018/05/29 17:50:34,
Bottle Breast Milk,,0,0,120,2018/05/29 16:10:14,
,,0,0,0,2018/05/29 14:42:14,
Bottle Formula,,0,0,100,2018/05/29 12:45:51,
,,0,0,0,2018/05/29 12:44:09,
,,0,0,0,2018/05/29 09:13:43,
Bottle Breast Milk,,0,0,100,2018/05/29 09:05:52,
,,0,0,0,2018/05/29 06:03:58,
Bottle Formula,,0,0,120,2018/05/29 06:00:08,
Bottle Breast Milk,,0,0,100,2018/05/29 03:35:52,
,,0,0,0,2018/05/29 01:05:00,
Bottle Formula,,0,0,90,2018/05/29 00:45:11,
Bottle Breast Milk,,0,0,90,2018/05/28 22:50:00,
,,0,0,0,2018/05/28 22:20:00,
,,0,0,0,2018/05/28 21:01:00,
Bottle Breast Milk,,0,0,120,2018/05/28 20:20:05,
,,0,0,0,2018/05/28 18:48:49,
Bottle Formula,,0,0,90,2018/05/28 16:00:14,
,,0,0,0,2018/05/28 16:10:48,
Bottle Formula,,0,0,90,2018/05/28 13:00:35,
Bottle Breast Milk,,0,0,95,2018/05/28 12:00:32,
,,0,0,0,2018/05/28 12:40:00,
Bottle Formula,,0,0,70,2018/05/28 09:10:28,
,,0,0,0,2018/05/28 09:03:59,
Bottle Breast Milk,,0,0,40,2018/05/28 07:10:58,
Bottle Breast Milk,,0,0,90,2018/05/28 06:45:37,
,,0,0,0,2018/05/28 06:37:07,
Bottle Formula,,0,0,60,2018/05/28 02:50:18,
,,0,0,0,2018/05/28 02:43:00,
Bottle Breast Milk,,0,0,105,2018/05/27 23:00:00,
,,0,0,0,2018/05/27 22:19:36,
Bottle Breast Milk,,0,0,115,2018/05/27 21:05:02,
,,0,0,0,2018/05/27 20:25:00,
,,0,0,0,2018/05/27 17:50:09,
Bottle Breast Milk,,0,0,70,2018/05/27 16:30:45,
Bottle Formula,,0,0,60,2018/05/27 16:00:18,
,,0,0,0,2018/05/27 15:47:00,
Bottle Formula,,0,0,120,2018/05/27 11:33:39,
Bottle Breast Milk,,0,0,20,2018/05/27 12:45:03,
Bottle Breast Milk,,0,0,120,2018/05/27 13:32:48,
,,0,0,0,2018/05/27 11:28:00,
,,0,0,0,2018/05/27 09:18:00,
Bottle Formula,,0,0,70,2018/05/27 09:20:13,
Bottle Formula,,0,0,30,2018/05/27 06:02:06,
,,0,0,0,2018/05/27 05:40:49,
Bottle Breast Milk,,0,0,105,2018/05/27 05:12:16,
,,0,0,0,2018/05/27 02:45:00,
Bottle Breast Milk,,0,0,70,2018/05/27 00:50:00,
,,0,0,0,2018/05/26 22:39:14,
Bottle Breast Milk,,0,0,45,2018/05/26 21:45:40,
Bottle Formula,,0,0,60,2018/05/26 22:11:30,
,,0,0,0,2018/05/26 21:33:38,
Bottle Formula,,0,0,60,2018/05/26 20:15:46,
Bottle Breast Milk,,0,0,70,2018/05/26 19:54:29,
Bottle Breast Milk,,0,0,50,2018/05/26 17:30:44,
,,0,0,0,2018/05/26 15:47:55,
Bottle Formula,,0,0,60,2018/05/26 15:05:09,
,,0,0,0,2018/05/26 14:12:00,
Bottle Breast Milk,,0,0,120,2018/05/26 13:00:12,
Bottle Breast Milk,,0,0,40,2018/05/26 11:45:08,
,,0,0,0,2018/05/26 11:50:29,
Bottle Formula,,0,0,120,2018/05/26 10:00:32,
,,0,0,0,2018/05/26 09:30:00,
,,0,0,0,2018/05/26 05:31:00,
Bottle Formula,,0,0,120,2018/05/26 05:04:25,
,,0,0,0,2018/05/26 01:37:00,
Bottle Breast Milk,,0,0,90,2018/05/26 01:30:36,
Bottle Formula,,0,0,90,2018/05/25 22:40:00,
,,0,0,0,2018/05/25 22:22:00,
Bottle Breast Milk,,0,0,75,2018/05/25 21:30:26,
,,0,0,0,2018/05/25 20:52:33,
Bottle Breast Milk,,0,0,50,2018/05/25 19:45:18,
,,0,0,0,2018/05/25 17:51:59,
Bottle Formula,,0,0,60,2018/05/25 17:30:15,
Bottle Formula,,0,0,120,2018/05/25 15:21:31,
,,0,0,0,2018/05/25 15:14:58,
,,0,0,0,2018/05/25 13:39:09,
Bottle Formula,,0,0,25,2018/05/25 11:24:31,
Bottle Breast Milk,,0,0,60,2018/05/25 10:50:02,
,,0,0,0,2018/05/25 08:57:11,
Bottle Breast Milk,,0,0,95,2018/05/25 08:30:21,
,,0,0,0,2018/05/25 06:31:07,
Bottle Breast Milk,,0,0,70,2018/05/25 05:45:37,
Bottle Breast Milk,,0,0,30,2018/05/25 04:25:41,
Bottle Formula,,0,0,85,2018/05/25 02:15:59,
Bottle Formula,,0,0,80,2018/05/25 14:04:02,
Bottle Formula,,0,0,30,2018/05/25 01:45:52,
,,0,0,0,2018/05/25 01:38:00,
Bottle Breast Milk,,0,0,50,2018/05/25 22:00:00,
,,0,0,0,2018/05/24 22:25:00,
Bottle Formula,,0,0,90,2018/05/24 21:00:52,
,,0,0,0,2018/05/24 19:05:17,
Bottle Breast Milk,,0,0,70,2018/05/24 19:00:36,
,,0,0,0,2018/05/24 16:56:59,
Bottle Formula,,0,0,70,2018/05/24 16:19:15,
Bottle Breast Milk,,0,0,60,2018/05/24 15:08:38,
,,0,0,0,2018/05/24 14:16:56,
Bottle Breast Milk,,0,0,35,2018/05/24 14:17:29,
Bottle Breast Milk,,0,0,120,2018/05/24 12:45:50,
,,0,0,0,2018/05/24 11:08:08,
Bottle Breast Milk,,0,0,120,2018/05/24 10:10:00,
Bottle Formula,,0,0,60,2018/05/24 08:00:33,
,,0,0,0,2018/05/24 08:11:39,
,,0,0,0,2018/05/24 05:15:00,
Bottle Breast Milk,,0,0,50,2018/05/24 04:55:01,
Bottle Formula,,0,0,60,2018/05/24 04:42:32,
,,0,0,0,2018/05/24 02:48:50,
Bottle Formula,,0,0,60,2018/05/24 02:45:58,
,,0,0,0,2018/05/23 23:09:00,
Bottle Formula,,0,0,120,2018/05/23 22:30:22,
Bottle Formula,,0,0,115,2018/05/23 19:00:04,
,,0,0,0,2018/05/23 21:06:16,
,,0,0,0,2018/05/23 17:33:26,
Bottle Formula,,0,0,120,2018/05/23 15:45:52,
,,0,0,0,2018/05/23 15:40:12,
Breast Input,R,0,300,0,2018/05/23 11:45:37,
,,0,0,0,2018/05/23 12:17:00,
Bottle Formula,,0,0,40,2018/05/23 11:10:32,
Bottle Breast Milk,,0,0,80,2018/05/23 10:50:03,
,,0,0,0,2018/05/23 09:26:41,
Bottle Breast Milk,,0,0,120,2018/05/23 07:56:36,
Bottle Breast Milk,,0,0,40,2018/05/23 06:21:54,
,,0,0,0,2018/05/23 05:11:00,
Bottle Breast Milk,,0,0,20,2018/05/23 04:45:42,
Bottle Formula,,0,0,120,2018/05/23 02:45:16,
,,0,0,0,2018/05/23 02:39:00,
,,0,0,0,2018/05/22 22:25:00,
Bottle Breast Milk,,0,0,120,2018/05/22 21:08:24,
,,0,0,0,2018/05/22 20:21:46,
,,0,0,0,2018/05/22 18:08:48,
Bottle Formula,,0,0,120,2018/05/22 17:45:01,
Bottle Breast Milk,,0,0,75,2018/05/22 16:19:54,
Bottle Breast Milk,,0,0,45,2018/05/22 14:45:54,
,,0,0,0,2018/05/22 13:53:15,
Bottle Formula,,0,0,120,2018/05/22 12:00:52,
,,0,0,0,2018/05/22 12:00:00,
,,0,0,0,2018/05/22 10:03:00,
Bottle Breast Milk,,0,0,100,2018/05/22 07:30:09,
,,0,0,0,2018/05/22 05:31:34,
Bottle Formula,,0,0,120,2018/05/22 05:31:26,
,,0,0,0,2018/05/22 01:47:34,
Bottle Breast Milk,,0,0,60,2018/05/22 01:13:08,
Bottle Formula,,0,0,40,2018/05/21 22:30:49,
Bottle Formula,,0,0,75,2018/05/21 23:20:00,
,,0,0,0,2018/05/21 22:17:33,
Bottle Breast Milk,,0,0,60,2018/05/21 21:00:29,
Bottle Formula,,0,0,45,2018/05/21 19:44:13,
,,0,0,0,2018/05/21 20:27:04,
Bottle Breast Milk,,0,0,120,2018/05/21 18:43:08,
,,0,0,0,2018/05/21 16:46:00,
Bottle Formula,,0,0,120,2018/05/21 14:15:41,
,,0,0,0,2018/05/21 13:02:13,
,,0,0,0,2018/05/21 11:35:56,
Bottle Formula,,0,0,60,2018/05/21 11:40:35,
Bottle Breast Milk,,0,0,60,2018/05/21 11:03:28,
,,0,0,0,2018/05/21 08:40:20,
Bottle Breast Milk,,0,0,70,2018/05/21 08:45:12,
,,0,0,0,2018/05/21 06:35:00,
Bottle Formula,,0,0,90,2018/05/21 06:25:21,
Bottle Breast Milk,,0,0,50,2018/05/21 03:25:40,
Bottle Formula,,0,0,90,2018/05/21 02:20:19,
,,0,0,0,2018/05/21 02:16:22,
Bottle Breast Milk,,0,0,60,2018/05/20 22:30:00,
,,0,0,0,2018/05/20 22:13:02,
Bottle Breast Milk,,0,0,50,2018/05/20 21:30:24,
,,0,0,0,2018/05/20 20:52:08,
Bottle Breast Milk,,0,0,115,2018/05/20 19:18:26,
,,0,0,0,2018/05/20 18:35:36,
Bottle Breast Milk,,0,0,50,2018/05/20 16:45:19,
Bottle Breast Milk,,0,0,95,2018/05/20 14:27:03,
,,0,0,0,2018/05/20 15:10:00,
Bottle Formula,,0,0,120,2018/05/20 10:45:03,
,,0,0,0,2018/05/20 11:34:00,
,,0,0,0,2018/05/20 09:18:25,
Bottle Breast Milk,,0,0,40,2018/05/20 08:01:00,
Bottle Formula,,0,0,120,2018/05/20 05:45:53,
,,0,0,0,2018/05/20 05:34:32,
Bottle Breast Milk,,0,0,105,2018/05/20 03:35:42,
,,0,0,0,2018/05/20 02:11:04,
Bottle Formula,,0,0,60,2018/05/19 22:05:00,
,,0,0,0,2018/05/19 22:09:00,
Bottle Breast Milk,,0,0,50,2018/05/19 20:55:39,
Bottle Formula,,0,0,80,2018/05/19 20:35:41,
,,0,0,0,2018/05/19 20:17:28,
Bottle Formula,,0,0,40,2018/05/19 18:30:00,
Bottle Breast Milk,,0,0,60,2018/05/19 17:57:41,
,,0,0,0,2018/05/19 16:51:53,
Bottle Formula,,0,0,65,2018/05/19 14:40:05,
,,0,0,0,2018/05/19 14:40:00,
Bottle Breast Milk,,0,0,60,2018/05/19 14:25:59,
,,0,0,0,2018/05/19 12:20:43,
Bottle Formula,,0,0,60,2018/05/19 10:40:00,
Bottle Breast Milk,,0,0,60,2018/05/19 10:20:00,
Bottle Breast Milk,,0,0,75,2018/05/19 09:10:00,
,,0,0,0,2018/05/19 08:57:09,
,,0,0,0,2018/05/19 07:12:23,
Bottle Formula,,0,0,90,2018/05/19 05:10:00,
Bottle Breast Milk,,0,0,115,2018/05/19 03:30:00,
,,0,0,0,2018/05/19 02:38:54,
,,0,0,0,2018/05/18 22:17:00,
Bottle Formula,,0,0,80,2018/05/18 21:55:00,
Bottle Formula,,0,0,50,2018/05/18 20:15:00,
,,0,0,0,2018/05/18 19:50:00,
Bottle Formula,,0,0,120,2018/05/18 18:50:29,
,,0,0,0,2018/05/18 16:49:51,
Bottle Breast Milk,,0,0,60,2018/05/18 16:06:35,
Bottle Breast Milk,,0,0,65,2018/05/18 15:37:57,
,,0,0,0,2018/05/18 14:07:13,
,,0,0,0,2018/05/18 11:58:26,
Bottle Breast Milk,,0,0,50,2018/05/18 10:20:23,
,,0,0,0,2018/05/18 08:52:12,
Bottle Formula,,0,0,50,2018/05/18 08:52:33,
Bottle Formula,,0,0,65,2018/05/18 05:00:54,
,,0,0,0,2018/05/18 04:58:00,
Bottle Breast Milk,,0,0,60,2018/05/18 03:45:09,
,,0,0,0,2018/05/18 01:52:08,
Bottle Breast Milk,,0,0,120,2018/05/18 01:46:42,
,,0,0,0,2018/05/17 21:42:53,
Bottle Formula,,0,0,85,2018/05/17 20:30:00,
,,0,0,0,2018/05/17 19:45:00,
Bottle Breast Milk,,0,0,120,2018/05/17 18:03:23,
,,0,0,0,2018/05/17 17:13:58,
Bottle Formula,,0,0,85,2018/05/17 14:50:32,
,,0,0,0,2018/05/17 14:14:11,
Bottle Breast Milk,,0,0,35,2018/05/17 12:50:13,
Bottle Breast Milk,,0,0,85,2018/05/17 11:50:43,
,,0,0,0,2018/05/17 10:29:37,
Bottle Breast Milk,,0,0,50,2018/05/17 10:35:24,
,,0,0,0,2018/05/17 08:16:17,
Bottle Breast Milk,,0,0,105,2018/05/17 06:50:26,
,,0,0,0,2018/05/17 04:54:23,
Bottle Formula,,0,0,120,2018/05/17 04:36:43,
,,0,0,0,2018/05/17 01:55:37,
Bottle Formula,,0,0,120,2018/05/17 01:45:27,
Bottle Breast Milk,,0,0,90,2018/05/16 22:50:00,
,,0,0,0,2018/05/16 21:40:00,
Bottle Breast Milk,,0,0,55,2018/05/16 20:10:00,
,,0,0,0,2018/05/16 19:16:32,
Bottle Formula,,0,0,110,2018/05/16 18:20:00,
,,0,0,0,2018/05/16 17:37:44,
,,0,0,0,2018/05/16 13:57:52,
Bottle Breast Milk,,0,0,120,2018/05/16 13:41:40,
Bottle Formula,,0,0,120,2018/05/16 09:30:03,
,,0,0,0,2018/05/16 09:51:00,
Bottle Breast Milk,,0,0,40,2018/05/16 09:11:51,
Bottle Breast Milk,,0,0,40,2018/05/16 08:07:00,
Bottle Formula,,0,0,80,2018/05/16 05:49:10,
,,0,0,0,2018/05/16 05:50:00,
Bottle Formula,,0,0,65,2018/05/16 03:42:05,
,,0,0,0,2018/05/16 02:36:34,
Bottle Formula,,0,0,120,2018/05/16 02:29:15,
Bottle Formula,,0,0,20,2018/05/15 22:30:07,
,,0,0,0,2018/05/15 22:22:12,
Bottle Formula,,0,0,110,2018/05/15 21:20:33,
,,0,0,0,2018/05/15 20:32:00,
Bottle Breast Milk,,0,0,80,2018/05/15 20:29:05,
Bottle Breast Milk,,0,0,25,2018/05/15 17:15:07,
Bottle Breast Milk,,0,0,60,2018/05/15 18:30:53,
,,0,0,0,2018/05/15 17:17:00,
Bottle Breast Milk,,0,0,40,2018/05/15 15:15:41,
Bottle Formula,,0,0,60,2018/05/15 14:15:00,
,,0,0,0,2018/05/15 13:34:36,
Bottle Formula,,0,0,65,2018/05/15 12:30:31,
Bottle Breast Milk,,0,0,30,2018/05/15 11:10:36,
Bottle Formula,,0,0,65,2018/05/15 10:45:22,
,,0,0,0,2018/05/15 11:00:00,
,,0,0,0,2018/05/15 09:20:00,
Bottle Breast Milk,,0,0,30,2018/05/15 07:40:00,
Bottle Breast Milk,,0,0,20,2018/05/15 07:20:00,
Bottle Breast Milk,,0,0,30,2018/05/15 05:45:46,
,,0,0,0,2018/05/15 05:19:27,
Bottle Formula,,0,0,65,2018/05/15 05:00:15,
,,0,0,0,2018/05/15 02:36:24,
Bottle Breast Milk,,0,0,70,2018/05/15 01:20:00,
Bottle Formula,,0,0,65,2018/05/15 01:00:00,
Bottle Breast Milk,,0,0,40,2018/05/14 21:30:16,
Bottle Breast Milk,,0,0,110,2018/05/14 20:30:21,
,,0,0,0,2018/05/14 22:38:00,
,,0,0,0,2018/05/14 20:07:16,
,,0,0,0,2018/05/14 18:07:55,
Bottle Formula,,0,0,60,2018/05/14 18:00:48,
Bottle Breast Milk,,0,0,60,2018/05/14 17:40:41,
Bottle Breast Milk,,0,0,90,2018/05/14 16:00:19,
,,0,0,0,2018/05/14 15:59:48,
,,0,0,0,2018/05/14 13:02:51,
Bottle Breast Milk,,0,0,120,2018/05/14 11:30:47,
,,0,0,0,2018/05/14 08:45:13,
Bottle Breast Milk,,0,0,30,2018/05/14 08:24:52,
Bottle Formula,,0,0,90,2018/05/14 06:55:53,
,,0,0,0,2018/05/14 05:35:52,
Bottle Formula,,0,0,105,2018/05/14 04:55:12,
,,0,0,0,2018/05/14 02:06:10,
Bottle Formula,,0,0,95,2018/05/14 01:27:43,
,,0,0,0,2018/05/13 21:50:19,
Bottle Formula,,0,0,45,2018/05/13 21:40:00,
Bottle Breast Milk,,0,0,45,2018/05/13 20:15:56,
,,0,0,0,2018/05/13 20:05:39,
,,0,0,0,2018/05/13 18:01:06,
Bottle Breast Milk,,0,0,70,2018/05/13 13:30:30,
,,0,0,0,2018/05/13 15:44:38,
Bottle Breast Milk,,0,0,30,2018/05/13 12:50:00,
,,0,0,0,2018/05/13 12:39:16,
Bottle Breast Milk,,0,0,90,2018/05/13 09:30:00,
,,0,0,0,2018/05/13 09:23:00,
,,0,0,0,2018/05/13 06:15:43,
Bottle Formula,,0,0,20,2018/05/13 05:45:21,
Bottle Formula,,0,0,90,2018/05/13 04:40:48,
Bottle Breast Milk,,0,0,90,2018/05/13 03:04:22,
,,0,0,0,2018/05/13 02:18:08,
,,0,0,0,2018/05/12 22:22:29,
Bottle Formula,,0,0,70,2018/05/12 21:00:11,
Bottle Breast Milk,,0,0,30,2018/05/12 20:28:27,
Bottle Formula,,0,0,90,2018/05/12 20:00:06,
,,0,0,0,2018/05/12 20:10:56,
,,0,0,0,2018/05/12 17:36:53,
Bottle Breast Milk,,0,0,85,2018/05/12 16:56:25,
